post_id,platform,content_type,topic,language,region,post_datetime,hashtags,sentiment_score,views,likes,comments,shares,engagement_rate,is_viral,post_date,post_time,followers,engagement_level,follower_category,creator_id
124,LinkedIn,poll,Sports,DE,IN,"2025-04-02 12:08:00","#Fitness #Sports #Workout #Football #Training #Basketball #Cricket",-0.08,23685,533,205,82,0.0347,0,2025-04-02,12:08:00,347,LOW,SMALL,5
125,LinkedIn,video,Entertainment,EN,FR,"2025-11-11 00:13:00","#Entertainment #Funny #ShowBiz",0.8,4190,150,57,23,0.0551,0,2025-11-11,00:13:00,551,LOW,SMALL,5
126,LinkedIn,article,Health,JA,BR,"2025-10-04 09:32:00","#Wellness #HealthTips #Fitness #MentalHealth #Nutrition",0.93,44267,2653,1020,408,0.0922,1,2025-10-04,09:32:00,922,LOW,SMALL,5
127,LinkedIn,carousel,Lifestyle,UR,US,"2025-10-13 23:40:00","#Positivity #Wellness #MindfulLiving #Lifestyle #DailyLife #Motivation",-0.04,28284,1104,424,169,0.0601,0,2025-10-13,23:40:00,601,LOW,SMALL,5
128,LinkedIn,image,Health,ES,AU,"2025-08-31 10:54:00","#Wellness #MentalHealth #Health #Fitness #Nutrition #HealthTips",0.48,16915,572,220,88,0.0521,0,2025-08-31,10:54:00,521,LOW,SMALL,5
129,LinkedIn,image,Entertainment,JA,DE,"2025-02-17 10:17:00","#MovieTime #Funny #ShowBiz #Entertainment #FollowForMore #Trending",0.09,45004,2279,876,350,0.0779,0,2025-02-17,10:17:00,779,LOW,SMALL,5
130,LinkedIn,carousel,Business,DE,UK,"2025-01-08 10:07:00","#CareerGrowth #Entrepreneur #Leadership #Hustle #BusinessTips #StartupLife",-0.01,35973,1977,760,304,0.0846,1,2025-01-08,10:07:00,846,LOW,SMALL,5
131,LinkedIn,image,Lifestyle,DE,AU,"2025-09-12 15:58:00","#Motivation #MindfulLiving #Positivity #Lifestyle",0.53,10563,171,66,26,0.0251,0,2025-09-12,15:58:00,251,LOW,SMALL,5
132,LinkedIn,poll,Food,PT,UK,"2025-03-20 10:36:00","#Recipe #FoodBlog #Cooking #Foodie",0.04,48419,2680,1031,412,0.0852,1,2025-03-20,10:36:00,852,LOW,SMALL,5
133,LinkedIn,carousel,Travel,ES,DE,"2025-03-28 15:58:00","#Journey #Travel #ExploreMore #Tourism #Wanderlust #Adventure",0.91,16167,358,137,55,0.0341,0,2025-03-28,15:58:00,341,LOW,SMALL,5
134,LinkedIn,video,Technology,FR,AU,"2025-08-22 15:31:00","#AI #Innovation #CodingLife",0.41,48329,1674,644,257,0.0533,0,2025-08-22,15:31:00,533,LOW,SMALL,5
135,LinkedIn,image,Technology,PT,MX,"2025-02-24 16:15:00","#Innovation #Programming #DataScience #CodingLife",0.64,25448,2285,879,351,0.1382,1,2025-02-24,16:15:00,1382,LOW,SMALL,5
136,LinkedIn,carousel,Food,FR,BR,"2025-06-03 02:54:00","#Food #MustTry #Recipe #Foodie #Cooking #FoodBlog",0.41,12231,252,97,38,0.0317,0,2025-06-03,02:54:00,317,LOW,SMALL,5
137,LinkedIn,carousel,Education,HI,AU,"2025-01-22 15:02:00","#Certification #Knowledge #Learning",0.91,2026,194,74,29,0.1479,1,2025-01-22,15:02:00,1479,LOW,SMALL,5
138,LinkedIn,poll,Sports,PT,IN,"2025-06-03 10:53:00","#Workout #Cricket #Football #Basketball #Training #Sports",0.14,6139,291,112,44,0.073,0,2025-06-03,10:53:00,730,LOW,SMALL,5
139,LinkedIn,image,Technology,HI,FR,"2025-04-29 10:49:00","#Innovation #TechTrends #DataScience #AI #Programming #MachineLearning #CodingLife",0.61,25603,1243,478,191,0.0747,0,2025-04-29,10:49:00,747,LOW,SMALL,5
140,LinkedIn,poll,Health,HI,CA,"2025-06-01 22:05:00","#Wellness #MentalHealth #Nutrition #Fitness #HealthTips",0.46,1340,113,43,17,0.1301,1,2025-06-01,22:05:00,1301,LOW,SMALL,5
141,LinkedIn,carousel,Education,UR,IN,"2025-03-09 15:35:00","#AcademicSuccess #StudyTips #Learning #Certification #Knowledge #Education",0.76,22261,1889,726,290,0.1306,1,2025-03-09,15:35:00,1306,LOW,SMALL,5
142,LinkedIn,article,Lifestyle,PT,FR,"2025-02-13 17:36:00","#DailyLife #Positivity #MindfulLiving #Lifestyle #Wellness #Motivation",0.49,11958,565,217,87,0.0728,0,2025-02-13,17:36:00,728,LOW,SMALL,5
143,LinkedIn,carousel,Lifestyle,JA,IN,"2025-07-04 10:40:00","#Wellness #MindfulLiving #DailyLife #Positivity #Lifestyle #Motivation",0.97,22772,1990,765,306,0.1345,1,2025-07-04,10:40:00,1345,LOW,SMALL,5
144,LinkedIn,carousel,Education,JA,DE,"2025-08-09 20:08:00","#Knowledge #AcademicSuccess #Education #StudyTips #Certification",0.64,21915,833,320,128,0.0586,0,2025-08-09,20:08:00,586,LOW,SMALL,5
145,LinkedIn,carousel,Food,FR,DE,"2025-07-12 15:07:00","#Foodie #FoodBlog #MustTry #Cooking #Food #Recipe",-0.81,20092,1019,392,156,0.0781,0,2025-07-12,15:07:00,781,LOW,SMALL,5
146,LinkedIn,article,Health,JA,MX,"2025-11-21 14:09:00","#MentalHealth #Nutrition #Health #Wellness #Fitness #HealthTips",0.95,46331,2392,920,368,0.0795,0,2025-11-21,14:09:00,795,LOW,SMALL,5
147,LinkedIn,article,Education,HI,IN,"2025-05-08 11:41:00","#Learning #AcademicSuccess #StudyTips #Education #Knowledge #Certification",0.56,34467,2477,952,381,0.1106,1,2025-05-08,11:41:00,1106,LOW,SMALL,5
148,LinkedIn,poll,Food,FR,JP,"2025-07-11 10:01:00","#Food #Cooking #Recipe #MustTry #FoodBlog #Foodie",0.61,14557,806,310,124,0.0853,1,2025-07-11,10:01:00,853,LOW,SMALL,5
149,LinkedIn,image,Travel,HI,JP,"2025-12-23 09:02:00","#Travel #Journey #Wanderlust #Tourism #ExploreMore #Adventure",-0.33,34816,763,293,117,0.0337,0,2025-12-23,09:02:00,337,LOW,SMALL,5
150,LinkedIn,video,Education,PT,JP,"2025-04-29 20:11:00","#Certification #StudyTips #AcademicSuccess #Learning #Knowledge #Education",0.63,47185,1512,581,232,0.0493,0,2025-04-29,20:11:00,492,LOW,SMALL,5
151,LinkedIn,image,Entertainment,HI,AU,"2025-04-06 10:07:00","#MovieTime #FollowForMore #Funny #Trending #ShowBiz",0.64,8486,360,138,55,0.0653,0,2025-04-06,10:07:00,653,LOW,SMALL,5
152,LinkedIn,carousel,Food,ES,UK,"2025-11-11 10:07:00","#Cooking #Food #Foodie #Recipe",0.71,28409,1783,686,274,0.0966,1,2025-11-11,10:07:00,966,LOW,SMALL,5
153,LinkedIn,poll,Health,PT,MX,"2025-09-07 22:59:00","#HealthTips #Wellness #MentalHealth #Nutrition",0.59,30556,1914,736,294,0.0964,1,2025-09-07,22:59:00,964,LOW,SMALL,5
154,LinkedIn,image,Technology,JA,MX,"2025-04-10 17:41:00","#TechTrends #CodingLife #Programming #Innovation #DataScience #MachineLearning",0.45,3022,221,85,34,0.113,1,2025-04-10,17:41:00,1130,LOW,SMALL,5
155,LinkedIn,video,Lifestyle,EN,UK,"2025-04-26 10:36:00","#Positivity #Wellness #Lifestyle #Motivation #MindfulLiving #DailyLife",0.21,25042,1283,493,197,0.0789,0,2025-04-26,10:36:00,789,LOW,SMALL,5
156,LinkedIn,article,Travel,FR,FR,"2025-02-22 20:15:00","#Travel #Tourism #Wanderlust #Adventure #Journey",1,16528,572,220,88,0.0533,0,2025-02-22,20:15:00,533,LOW,SMALL,5
157,LinkedIn,poll,Education,PT,MX,"2025-11-12 10:51:00","#AcademicSuccess #Knowledge #Certification",0.5,47140,1735,667,267,0.0567,0,2025-11-12,10:51:00,567,LOW,SMALL,5
158,LinkedIn,poll,Lifestyle,HI,MX,"2025-07-30 08:41:00","#MindfulLiving #DailyLife #Wellness #Lifestyle",0.21,45317,1855,713,285,0.063,0,2025-07-30,08:41:00,630,LOW,SMALL,5
159,LinkedIn,video,Food,UR,FR,"2025-07-12 09:32:00","#Cooking #MustTry #Recipe #Foodie #FoodBlog #Food",0.22,7104,457,176,70,0.0992,1,2025-07-12,09:32:00,992,LOW,SMALL,5
160,LinkedIn,carousel,Education,HI,AU,"2025-07-23 15:31:00","#Knowledge #Certification #AcademicSuccess #StudyTips #Learning",0.69,23527,2019,776,310,0.1321,1,2025-07-23,15:31:00,1321,LOW,SMALL,5
161,LinkedIn,article,Technology,HI,JP,"2025-01-09 10:29:00","#TechTrends #MachineLearning #CodingLife",-0.05,18958,355,136,54,0.0289,0,2025-01-09,10:29:00,289,LOW,SMALL,5
162,LinkedIn,image,Lifestyle,HI,DE,"2025-12-07 05:25:00","#Motivation #DailyLife #Positivity #MindfulLiving #Lifestyle #Wellness",0.69,9696,603,232,92,0.0958,1,2025-12-07,05:25:00,958,LOW,SMALL,5
163,LinkedIn,poll,Travel,EN,US,"2025-12-23 09:44:00","#Tourism #Travel #Adventure #Journey",0.88,7763,326,125,50,0.0649,0,2025-12-23,09:44:00,649,LOW,SMALL,5
164,LinkedIn,image,Sports,PT,MX,"2025-11-25 04:33:00","#Sports #Cricket #Fitness #Basketball #Workout #Training #Football",-0.45,29992,1786,687,274,0.0917,1,2025-11-25,04:33:00,917,LOW,SMALL,5
165,LinkedIn,article,Entertainment,ES,IN,"2025-10-29 11:20:00","#Viral #Trending #Entertainment #ShowBiz",0.76,40819,1579,607,243,0.0595,0,2025-10-29,11:20:00,595,LOW,SMALL,5
166,LinkedIn,article,Lifestyle,FR,AU,"2025-11-07 15:41:00","#DailyLife #Positivity #Wellness",0.7,39923,850,327,130,0.0328,0,2025-11-07,15:41:00,328,LOW,SMALL,5
167,LinkedIn,article,Education,DE,MX,"2025-07-18 18:23:00","#Certification #Education #StudyTips #Learning #Knowledge #AcademicSuccess",0.53,4962,429,165,66,0.1331,1,2025-07-18,18:23:00,1331,LOW,SMALL,5
168,LinkedIn,carousel,Fashion,UR,AU,"2025-08-01 15:40:00","#FashionTips #Lookbook #Style #TrendingStyle #Fashion #OOTD",0.95,11182,687,264,105,0.0946,1,2025-08-01,15:40:00,946,LOW,SMALL,5
169,LinkedIn,carousel,Food,HI,UK,"2025-12-24 10:15:00","#Recipe #Food #MustTry",0.43,44652,3085,1186,474,0.1063,1,2025-12-24,10:15:00,1063,LOW,SMALL,5
170,LinkedIn,video,Entertainment,EN,MX,"2025-12-26 15:33:00","#ShowBiz #MovieTime #Trending #Viral #FollowForMore #Entertainment #Funny",-0.14,2923,96,37,14,0.0513,0,2025-12-26,15:33:00,513,LOW,SMALL,5
171,LinkedIn,carousel,Lifestyle,HI,UK,"2025-12-31 20:31:00","#Wellness #Motivation #Lifestyle #DailyLife #Positivity #MindfulLiving",0.86,38611,2759,1061,424,0.11,1,2025-12-31,20:31:00,1100,LOW,SMALL,5
172,LinkedIn,article,Business,EN,US,"2025-01-07 15:24:00","#Entrepreneur #BusinessTips #CareerGrowth #Leadership",0.65,48204,1946,748,299,0.0621,0,2025-01-07,15:24:00,621,LOW,SMALL,5
173,LinkedIn,article,Food,DE,IN,"2025-09-15 01:14:00","#Food #Recipe #MustTry #Foodie #Cooking #FoodBlog",0.73,1522,68,26,10,0.0694,0,2025-09-15,01:14:00,694,LOW,SMALL,5
174,LinkedIn,image,Food,UR,CA,"2025-05-05 15:46:00","#Foodie #MustTry #Food #FoodBlog #Recipe #Cooking",0.78,46446,4012,1543,617,0.1329,1,2025-05-05,15:46:00,1329,LOW,SMALL,5
175,LinkedIn,image,Technology,PT,UK,"2025-02-23 10:31:00","#MachineLearning #CodingLife #DataScience",0.95,35062,1795,690,276,0.0788,0,2025-02-23,10:31:00,788,LOW,SMALL,5
176,LinkedIn,image,Travel,HI,CA,"2025-02-18 15:37:00","#Travel #Tourism #Adventure #Journey #ExploreMore #Wanderlust",0.26,26752,1688,649,259,0.0971,1,2025-02-18,15:37:00,971,LOW,SMALL,5
177,LinkedIn,image,Education,JA,UK,"2025-04-30 10:49:00","#Learning #Education #Certification #StudyTips #AcademicSuccess #Knowledge",0.47,24480,2114,813,325,0.1329,1,2025-04-30,10:49:00,1329,LOW,SMALL,5
178,LinkedIn,video,Travel,UR,JP,"2025-05-16 02:51:00","#Wanderlust #ExploreMore #Travel #Tourism #Adventure #Journey",0.55,24313,1097,422,168,0.0695,0,2025-05-16,02:51:00,695,LOW,SMALL,5
179,LinkedIn,article,Lifestyle,UR,MX,"2025-01-16 14:47:00","#DailyLife #Lifestyle #Positivity #Wellness #Motivation #MindfulLiving",0.9,15567,424,163,65,0.042,0,2025-01-16,14:47:00,420,LOW,SMALL,5
180,LinkedIn,carousel,Education,HI,CA,"2025-10-28 09:04:00","#Certification #StudyTips #Education #Learning",-0.25,22728,440,169,67,0.0298,0,2025-10-28,09:04:00,298,LOW,SMALL,5
181,LinkedIn,carousel,Technology,ES,CA,"2025-08-10 12:01:00","#CodingLife #TechTrends #MachineLearning #DataScience #AI #Programming",0.67,10740,196,75,30,0.0282,0,2025-08-10,12:01:00,282,LOW,SMALL,5
182,LinkedIn,poll,Food,FR,UK,"2025-09-13 15:05:00","#Recipe #Foodie #MustTry #Food #Cooking",0.88,2279,222,85,34,0.1503,1,2025-09-13,15:05:00,1503,LOW,SMALL,5
183,LinkedIn,image,Travel,JA,DE,"2025-10-17 15:11:00","#Wanderlust #ExploreMore #Adventure",0.89,19411,412,158,63,0.0328,0,2025-10-17,15:11:00,328,LOW,SMALL,5
184,LinkedIn,carousel,Fashion,DE,CA,"2025-04-30 03:42:00","#OOTD #FashionTips #Fashion #TrendingStyle",0.99,26455,1236,475,190,0.072,0,2025-04-30,03:42:00,720,LOW,SMALL,5
185,LinkedIn,video,Sports,FR,CA,"2025-06-12 22:58:00","#Sports #Workout #Football #Fitness #Cricket #Training #Basketball",0.51,3487,75,29,11,0.0335,0,2025-06-12,22:58:00,335,LOW,SMALL,5
186,LinkedIn,video,Food,FR,US,"2025-09-27 14:12:00","#Cooking #Foodie #MustTry #Food",0.75,10283,797,306,122,0.1194,1,2025-09-27,14:12:00,1194,LOW,SMALL,5
187,LinkedIn,poll,Education,HI,DE,"2025-12-27 12:06:00","#Knowledge #Certification #Education #Learning #StudyTips",0.28,43544,1586,610,244,0.0561,0,2025-12-27,12:06:00,561,LOW,SMALL,5
188,LinkedIn,poll,Food,DE,BR,"2025-12-07 10:19:00","#MustTry #Cooking #Foodie #Food #FoodBlog #Recipe",0.19,38190,609,234,93,0.0246,0,2025-12-07,10:19:00,246,LOW,SMALL,5
189,LinkedIn,poll,Education,FR,CA,"2025-02-23 04:47:00","#Education #Knowledge #AcademicSuccess",0.93,6814,578,222,89,0.1307,1,2025-02-23,04:47:00,1307,LOW,SMALL,5
190,LinkedIn,image,Travel,EN,UK,"2025-04-18 09:16:00","#Journey #Travel #ExploreMore",0.84,11901,1049,403,161,0.1358,1,2025-04-18,09:16:00,1358,LOW,SMALL,5
191,LinkedIn,carousel,Health,DE,AU,"2025-07-12 15:41:00","#Wellness #Nutrition #MentalHealth #Health #Fitness #HealthTips",0.56,7863,163,62,25,0.032,0,2025-07-12,15:41:00,320,LOW,SMALL,5
192,LinkedIn,video,Health,ES,IN,"2025-10-08 02:38:00","#MentalHealth #Health #Nutrition #Fitness #HealthTips #Wellness",0.46,14470,1256,483,193,0.1336,1,2025-10-08,02:38:00,1336,LOW,SMALL,5
193,LinkedIn,carousel,Fashion,UR,UK,"2025-06-02 09:36:00","#TrendingStyle #Style #Fashion #FashionTips #Lookbook #OOTD",0.89,41965,2765,1063,425,0.1014,1,2025-06-02,09:36:00,1014,LOW,SMALL,5
194,LinkedIn,video,Entertainment,EN,BR,"2025-03-29 02:54:00","#Trending #FollowForMore #MovieTime",0.8,6972,472,181,72,0.1044,1,2025-03-29,02:54:00,1044,LOW,SMALL,5
195,LinkedIn,carousel,Sports,DE,FR,"2025-07-09 09:28:00","#Football #Fitness #Training #Sports #Basketball #Cricket",0.61,36484,1722,662,265,0.0726,0,2025-07-09,09:28:00,726,LOW,SMALL,5
196,LinkedIn,poll,Business,EN,FR,"2025-09-25 15:56:00","#CareerGrowth #StartupLife #BusinessTips #Entrepreneur",-0.36,33905,1515,583,233,0.0688,0,2025-09-25,15:56:00,688,LOW,SMALL,5
197,LinkedIn,poll,Food,ES,IN,"2025-08-18 10:51:00","#Foodie #Food #Recipe #FoodBlog",-0.61,42105,777,299,119,0.0284,0,2025-08-18,10:51:00,284,LOW,SMALL,5
198,LinkedIn,poll,Lifestyle,DE,IN,"2025-02-14 15:20:00","#Wellness #Positivity #Lifestyle #Motivation #DailyLife",0.49,38132,2239,861,344,0.0904,1,2025-02-14,15:20:00,903,LOW,SMALL,5
199,LinkedIn,article,Entertainment,HI,UK,"2025-10-02 13:24:00","#FollowForMore #Funny #MovieTime #ShowBiz #Entertainment #Trending #Viral",0.77,45617,3261,1254,501,0.11,1,2025-10-02,13:24:00,1100,LOW,SMALL,5
200,LinkedIn,article,Health,DE,BR,"2025-01-26 08:01:00","#Fitness #Nutrition #HealthTips #Wellness #Health",-0.79,20692,1204,463,185,0.0896,1,2025-01-26,08:01:00,896,LOW,SMALL,5
201,LinkedIn,carousel,Education,UR,FR,"2025-11-06 06:13:00","#Certification #StudyTips #Knowledge #Learning #AcademicSuccess #Education",0.7,9889,762,293,117,0.1186,1,2025-11-06,06:13:00,1186,LOW,SMALL,5
202,LinkedIn,poll,Food,EN,MX,"2025-04-09 06:03:00","#Food #Recipe #MustTry #Foodie",-0.06,31423,1413,543,217,0.0692,0,2025-04-09,06:03:00,692,LOW,SMALL,5
203,LinkedIn,article,Technology,FR,DE,"2025-09-08 10:37:00","#DataScience #Programming #MachineLearning #CodingLife #TechTrends #AI #Innovation",0.43,38503,2768,1064,425,0.1106,1,2025-09-08,10:37:00,1106,LOW,SMALL,5
204,LinkedIn,video,Business,FR,BR,"2025-05-18 16:55:00","#BusinessTips #CareerGrowth #Entrepreneur #StartupLife #Hustle #Leadership",0.77,21018,1534,590,236,0.1124,1,2025-05-18,16:55:00,1124,LOW,SMALL,5
205,LinkedIn,image,Health,PT,DE,"2025-08-24 15:43:00","#HealthTips #MentalHealth #Health #Nutrition #Wellness #Fitness",0.46,5183,205,79,31,0.061,0,2025-08-24,15:43:00,610,LOW,SMALL,5
206,LinkedIn,image,Education,UR,UK,"2025-12-02 20:12:00","#AcademicSuccess #Education #Learning #Knowledge",0.59,10170,716,275,110,0.1084,1,2025-12-02,20:12:00,1084,LOW,SMALL,5
207,LinkedIn,carousel,Lifestyle,UR,FR,"2025-07-27 09:45:00","#DailyLife #Motivation #MindfulLiving #Wellness #Positivity #Lifestyle",0.91,44097,3927,1510,604,0.137,1,2025-07-27,09:45:00,1370,LOW,SMALL,5
208,LinkedIn,video,Lifestyle,HI,JP,"2025-03-07 23:35:00","#MindfulLiving #Motivation #Lifestyle #Positivity",0.85,21125,1068,411,164,0.0779,0,2025-03-07,23:35:00,779,LOW,SMALL,5
209,LinkedIn,image,Education,UR,CA,"2025-05-31 09:03:00","#AcademicSuccess #Certification #Learning #Education #StudyTips #Knowledge",-0.01,20553,816,314,125,0.0611,0,2025-05-31,09:03:00,611,LOW,SMALL,5
210,LinkedIn,video,Sports,FR,DE,"2025-07-29 14:20:00","#Fitness #Sports #Basketball #Football #Cricket #Workout #Training",0.4,18925,563,216,86,0.0459,0,2025-07-29,14:20:00,459,LOW,SMALL,5
211,LinkedIn,video,Food,ES,JP,"2025-02-15 15:27:00","#Recipe #MustTry #FoodBlog #Food #Cooking #Foodie",0.28,22116,1490,573,229,0.1037,1,2025-02-15,15:27:00,1037,LOW,SMALL,5
212,LinkedIn,poll,Business,EN,US,"2025-11-17 07:56:00","#StartupLife #Entrepreneur #BusinessTips #Leadership #Hustle",0.89,20542,1942,747,298,0.1455,1,2025-11-17,07:56:00,1455,LOW,SMALL,5
213,LinkedIn,carousel,Fashion,DE,FR,"2025-12-18 10:22:00","#Style #TrendingStyle #Fashion #FashionTips",0.99,14840,1168,449,179,0.1211,1,2025-12-18,10:22:00,1211,LOW,SMALL,5
214,LinkedIn,poll,Fashion,ES,IN,"2025-07-07 01:56:00","#OOTD #FashionTips #Fashion #Lookbook #TrendingStyle #Style",0.41,46203,1064,409,163,0.0355,0,2025-07-07,01:56:00,354,LOW,SMALL,5
215,LinkedIn,carousel,Health,HI,AU,"2025-05-10 10:44:00","#Nutrition #Health #Fitness #Wellness #HealthTips #MentalHealth",0.82,28448,2374,913,365,0.1284,1,2025-05-10,10:44:00,1283,LOW,SMALL,5
216,LinkedIn,article,Fashion,HI,UK,"2025-02-28 15:38:00","#OOTD #FashionTips #Style #TrendingStyle",-0.05,3582,170,65,26,0.0737,0,2025-02-28,15:38:00,737,LOW,SMALL,5
217,LinkedIn,video,Travel,DE,BR,"2025-01-02 09:53:00","#Journey #Tourism #Adventure #Travel #Wanderlust #ExploreMore",-0.42,30933,2088,803,321,0.1039,1,2025-01-02,09:53:00,1039,LOW,SMALL,5
218,LinkedIn,image,Lifestyle,JA,US,"2025-02-21 01:18:00","#MindfulLiving #Motivation #Positivity #Wellness #Lifestyle",0.85,4007,68,26,10,0.0263,0,2025-02-21,01:18:00,263,LOW,SMALL,5
219,LinkedIn,video,Sports,DE,DE,"2025-08-13 08:05:00","#Training #Football #Fitness #Sports #Cricket",0.67,26278,1825,702,280,0.1069,1,2025-08-13,08:05:00,1069,LOW,SMALL,5
220,LinkedIn,carousel,Health,ES,IN,"2025-03-09 01:10:00","#MentalHealth #HealthTips #Nutrition",0.14,12879,707,272,108,0.0845,1,2025-03-09,01:10:00,845,LOW,SMALL,5
221,LinkedIn,image,Food,EN,MX,"2025-09-05 03:28:00","#Food #Cooking #FoodBlog",0.92,35394,2839,1092,436,0.1235,1,2025-09-05,03:28:00,1235,LOW,SMALL,5
222,LinkedIn,poll,Food,FR,DE,"2025-09-23 09:42:00","#Foodie #Recipe #Cooking #FoodBlog #MustTry #Food",0.08,41167,697,268,107,0.0261,0,2025-09-23,09:42:00,261,LOW,SMALL,5
223,LinkedIn,video,Fashion,JA,JP,"2025-03-26 15:15:00","#OOTD #Fashion #Style #Lookbook #TrendingStyle",0.54,31087,1512,581,232,0.0749,0,2025-03-26,15:15:00,749,LOW,SMALL,5
224,LinkedIn,poll,Travel,HI,JP,"2025-08-17 15:41:00","#Travel #Tourism #ExploreMore",0.73,6956,546,210,84,0.1209,1,2025-08-17,15:41:00,1209,LOW,SMALL,5
225,LinkedIn,poll,Lifestyle,FR,JP,"2025-06-24 09:54:00","#Motivation #Wellness #Positivity #MindfulLiving #DailyLife #Lifestyle",0.86,15532,256,98,39,0.0254,0,2025-06-24,09:54:00,254,LOW,SMALL,5
226,LinkedIn,image,Lifestyle,DE,IN,"2025-01-24 15:52:00","#MindfulLiving #Positivity #Lifestyle #DailyLife #Wellness #Motivation",0.91,15128,822,316,126,0.0836,1,2025-01-24,15:52:00,835,LOW,SMALL,5
227,LinkedIn,video,Education,HI,FR,"2025-01-24 21:07:00","#StudyTips #AcademicSuccess #Education #Certification #Learning #Knowledge",0.66,39346,2092,804,321,0.0818,1,2025-01-24,21:07:00,818,LOW,SMALL,5
228,LinkedIn,poll,Sports,ES,MX,"2025-02-23 14:56:00","#Basketball #Cricket #Fitness #Football #Workout #Training",-0.59,9740,176,67,27,0.0278,0,2025-02-23,14:56:00,278,LOW,SMALL,5
229,LinkedIn,poll,Fashion,UR,AU,"2025-06-10 17:13:00","#Style #FashionTips #OOTD #TrendingStyle",0.8,47556,3257,1253,501,0.1054,1,2025-06-10,17:13:00,1054,LOW,SMALL,5
230,LinkedIn,video,Fashion,DE,IN,"2025-06-30 15:47:00","#OOTD #TrendingStyle #Fashion #Lookbook #FashionTips #Style",0.43,4709,137,53,21,0.0451,0,2025-06-30,15:47:00,451,LOW,SMALL,5
231,LinkedIn,video,Lifestyle,UR,MX,"2025-02-01 09:48:00","#Lifestyle #Motivation #Positivity #MindfulLiving #Wellness #DailyLife",0.87,46621,1862,716,286,0.0615,0,2025-02-01,09:48:00,615,LOW,SMALL,5
232,LinkedIn,article,Health,PT,FR,"2025-12-17 09:47:00","#Wellness #HealthTips #MentalHealth #Health #Nutrition",0.07,40543,1066,410,164,0.0405,0,2025-12-17,09:47:00,405,LOW,SMALL,5
233,LinkedIn,video,Lifestyle,JA,MX,"2025-12-16 10:32:00","#Positivity #Lifestyle #MindfulLiving",0.56,11546,687,264,105,0.0916,1,2025-12-16,10:32:00,916,LOW,SMALL,5
234,LinkedIn,image,Technology,DE,JP,"2025-12-30 01:59:00","#Innovation #AI #Programming #DataScience #MachineLearning",0.08,5776,378,145,58,0.1008,1,2025-12-30,01:59:00,1008,LOW,SMALL,5
235,LinkedIn,image,Fashion,FR,MX,"2025-09-24 10:34:00","#TrendingStyle #Fashion #OOTD #FashionTips #Lookbook #Style",0.58,41519,2314,890,356,0.0858,1,2025-09-24,10:34:00,858,LOW,SMALL,5
236,LinkedIn,poll,Technology,HI,DE,"2025-08-17 10:43:00","#TechTrends #AI #Programming #DataScience #Innovation",-0.19,34873,2184,840,336,0.0964,1,2025-08-17,10:43:00,964,LOW,SMALL,5
237,LinkedIn,image,Fashion,JA,JP,"2025-01-23 10:32:00","#Fashion #Style #Lookbook",0.53,42255,3098,1191,476,0.1128,1,2025-01-23,10:32:00,1128,LOW,SMALL,5
238,LinkedIn,carousel,Entertainment,FR,AU,"2025-12-26 23:27:00","#ShowBiz #Entertainment #Viral #MovieTime #Funny #Trending #FollowForMore",0.43,17509,973,374,149,0.0856,1,2025-12-26,23:27:00,856,LOW,SMALL,5
239,LinkedIn,poll,Business,UR,FR,"2025-07-18 15:20:00","#CareerGrowth #BusinessTips #Leadership",0.77,49886,3135,1206,482,0.0967,1,2025-07-18,15:20:00,966,LOW,SMALL,5
240,LinkedIn,article,Education,HI,UK,"2025-12-18 09:48:00","#StudyTips #Certification #Learning #Education #AcademicSuccess #Knowledge",0.63,36764,1405,540,216,0.0589,0,2025-12-18,09:48:00,589,LOW,SMALL,5
241,LinkedIn,video,Lifestyle,DE,US,"2025-10-11 04:02:00","#Wellness #MindfulLiving #Positivity",0.97,20968,721,277,111,0.0529,0,2025-10-11,04:02:00,529,LOW,SMALL,5
242,LinkedIn,image,Business,PT,AU,"2025-03-14 10:53:00","#Entrepreneur #BusinessTips #Hustle #StartupLife #Leadership",0.27,36969,1717,660,264,0.0715,0,2025-03-14,10:53:00,714,LOW,SMALL,5
243,LinkedIn,poll,Entertainment,UR,IN,"2025-05-09 15:22:00","#MovieTime #ShowBiz #Viral #Entertainment",0.44,13681,520,200,80,0.0586,0,2025-05-09,15:22:00,586,LOW,SMALL,5
244,LinkedIn,carousel,Education,UR,CA,"2025-03-20 14:27:00","#Learning #Knowledge #Education #Certification",0.12,19132,1339,515,206,0.1078,1,2025-03-20,14:27:00,1078,LOW,SMALL,5
245,LinkedIn,video,Education,JA,JP,"2025-08-17 14:35:00","#Education #AcademicSuccess #Learning",0.23,10175,771,296,118,0.1167,1,2025-08-17,14:35:00,1167,LOW,SMALL,5
246,LinkedIn,video,Lifestyle,HI,IN,"2025-01-10 20:52:00","#Wellness #Positivity #DailyLife #Lifestyle #MindfulLiving #Motivation",0.49,26722,843,324,129,0.0486,0,2025-01-10,20:52:00,486,LOW,SMALL,5
247,LinkedIn,poll,Lifestyle,ES,JP,"2025-09-14 15:32:00","#MindfulLiving #DailyLife #Wellness",-0.13,11434,270,104,41,0.0364,0,2025-09-14,15:32:00,364,LOW,SMALL,5
